"Season","Team","W","L","G_p","GS","CG","ShO","SV","ER","HR_p","BB_p","K_p","pWAR","G_h","AB","PA","H","1B","2B","3B","HR_h","R","RBI","BB_h","K_h","SB","hWAR","Age","WAR","Wins"
1962,"Cubs",44,87,427,125,20,2,26,615,132,491,655,6.7,1935,5108,5686,1307,942,187,54,124,594,577,459,959,67,9,25,15.7,59
1962,"Dodgers",102,63,413,165,44,5,46,589,114,584,1103,17.8,2147,5628,6362,1510,1113,192,65,140,842,781,572,886,198,29.8,26,47.6,102
1962,"Giants",103,62,381,165,62,9,39,616,148,503,886,13,1973,5553,6237,1542,1074,233,32,203,875,804,518,813,73,37.6,26,50.6,103
1962,"Indians",79,80,387,158,45,12,30,639,169,569,758,8.4,1911,5241,5859,1285,894,193,22,176,652,624,470,891,35,17.2,26,25.6,80
1962,"Mets",36,109,337,150,41,4,8,697,166,485,688,6.5,1783,4351,4964,1057,789,128,32,108,519,449,502,793,57,2.9,27,9.4,40
1962,"Orioles",71,81,393,151,32,4,32,561,135,528,873,14.8,1918,4995,5589,1243,847,213,32,151,604,581,457,881,38,16.4,24,31.2,77
1962,"Phillies",80,77,379,161,43,6,24,646,148,549,836,9.5,2094,5414,6125,1407,1027,199,39,142,702,658,531,922,79,19.6,26,29.1,81
1962,"Pirates",92,67,420,158,40,11,41,528,115,456,891,20.4,1901,5377,5912,1446,1041,235,64,106,692,643,416,816,49,18.5,27,38.9,93
1962,"Red Sox",72,77,358,151,33,10,40,611,148,581,880,15.6,1804,5306,5937,1373,929,247,51,146,685,659,512,876,39,17.9,27,33.5,76
1962,"Reds",91,56,315,138,49,10,30,492,119,484,789,14.2,1890,5426,6035,1475,1031,241,38,165,786,729,481,857,65,24.2,26,38.4,98
1962,"Tigers",85,76,406,161,46,7,35,611,169,503,873,15.9,1929,5254,5984,1312,885,184,36,207,730,702,609,858,68,20.3,27,36.2,85
1962,"Twins",83,63,354,148,51,11,21,558,149,428,894,19.9,2046,5535,6334,1441,1002,215,39,185,796,757,647,814,33,24.8,26,44.7,91
1962,"White Sox",82,76,380,162,50,11,23,579,117,517,781,17.6,1920,5251,5983,1342,968,240,52,82,669,615,572,627,76,18,25,35.6,85
1962,"Yankees",96,65,408,161,33,6,42,600,143,497,836,15.8,1992,5531,6257,1479,1020,235,29,195,803,774,564,829,41,31,29,46.8,96
1963,"Angels",63,79,429,141,27,7,31,507,105,497,780,9.5,1854,4922,5487,1253,950,190,34,79,546,493,404,789,43,16,27.5,25.5,70
1963,"Athletics",72,87,392,159,35,9,29,613,153,523,861,13.1,1837,5012,5643,1233,907,202,38,86,580,520,496,784,46,6.6,26,19.7,73
1963,"Braves",78,73,410,150,52,17,25,500,134,465,896,8.1,1882,4975,5593,1230,882,185,36,127,619,557,471,845,71,29.9,25,38,84
1963,"Cardinals",85,57,314,148,46,16,26,458,110,415,870,17.5,1860,5447,6018,1494,1086,223,65,120,722,671,432,866,76,31.3,26,48.8,93
1963,"Cubs",81,80,364,162,45,11,26,487,114,391,833,18.6,1796,5029,5556,1203,858,189,43,113,521,482,399,976,62,15.6,27,34.2,82
1963,"Dodgers",97,59,343,163,51,20,29,447,107,381,1069,18.2,1936,5356,5962,1348,1028,177,34,109,629,581,445,850,123,22.4,26,40.6,99
1963,"Giants",88,74,409,162,46,9,30,546,126,464,954,14,2024,5565,6160,1441,1003,206,35,197,725,680,439,887,55,29.9,27,43.9,88
1963,"Indians",66,74,386,135,30,8,25,549,157,435,895,8.9,1815,4793,5359,1139,776,184,29,150,563,520,419,973,49,10.9,26,19.8,79
1963,"Mets",48,110,352,162,42,5,9,611,151,508,752,3.2,1881,4501,4997,976,737,125,29,85,424,383,384,914,33,-3.2,26,0,51
1963,"Orioles",85,71,381,157,35,8,42,524,127,480,883,13.6,1957,5388,5993,1350,967,205,32,146,640,603,468,929,97,22,25,35.6,86
1963,"Phillies",87,75,404,162,45,12,31,500,113,553,1052,12.2,2115,5465,6024,1374,970,226,54,124,636,593,395,937,56,26.8,26,39,87
1963,"Pirates",74,88,451,162,34,12,33,492,98,453,894,15.4,1943,5175,5709,1289,980,170,41,98,523,479,419,890,53,19.3,27,34.7,74
1963,"Red Sox",74,79,376,148,28,6,32,586,142,494,946,16.8,1898,5546,6116,1399,948,246,34,171,666,621,475,943,27,19.8,26,36.6,76
1963,"Reds",85,74,298,161,55,18,31,493,111,394,993,21.2,1704,4857,5402,1207,854,199,42,112,582,548,407,829,89,19.8,28,41,86
1963,"Tigers",78,80,365,162,42,6,25,591,184,445,887,9.5,1814,5261,5968,1342,971,189,35,147,678,634,563,857,71,24,27,33.5,79
1963,"Twins",80,56,344,131,52,10,29,434,143,381,856,14.6,1899,5360,6043,1378,905,221,32,220,751,703,530,867,32,32.4,25,47,91
1963,"White Sox",91,60,323,162,49,19,25,458,92,414,884,22.4,1982,5428,6150,1363,1003,208,39,113,679,640,559,864,64,25.3,26,47.7,94
1963,"Yankees",99,56,307,161,59,17,26,477,112,452,902,19.7,1819,5349,5894,1350,944,190,35,181,699,643,421,777,42,27.5,26.5,47.2,104
1964,"Angels",80,79,430,157,30,17,40,456,97,509,944,17.9,1808,4366,4868,1043,790,142,25,86,444,418,392,811,41,14.7,27,32.6,82
1964,"Athletics",50,98,445,156,16,5,22,719,208,546,834,-3.05311331771918e-16,2079,5369,6020,1285,884,209,28,164,608,583,536,1069,34,8.7,25,8.7,57
1964,"Braves",87,74,425,160,45,13,39,650,156,452,902,5.7,2051,5520,6134,1509,1046,272,32,159,801,752,485,811,51,35.6,25,41.3,88
1964,"Cardinals",87,59,344,146,43,7,37,494,118,358,808,17.4,1757,4932,5423,1323,982,207,41,93,609,577,374,774,40,18.7,26,36.1,93
1964,"Cubs",63,66,336,125,47,7,17,504,111,356,624,9.7,1687,4802,5342,1206,821,208,43,134,566,555,441,915,51,19.3,26,29,76
1964,"Dodgers",80,82,377,164,47,18,27,487,88,458,1062,18.9,2050,5499,6120,1375,1077,180,39,79,614,555,438,893,141,19.3,25,38.2,80
1964,"Giants",90,71,407,162,48,13,30,518,118,474,1017,16.2,2141,5534,6193,1360,972,185,38,165,656,608,505,900,64,21.6,26,37.8,90
1964,"Indians",65,61,369,122,33,10,37,461,111,483,943,14.5,1846,5188,5787,1304,934,198,21,151,640,608,460,964,78,10.1,26,24.6,79
1964,"Mets",51,105,392,153,37,9,13,622,120,430,648,4.9,1741,4320,4700,1083,820,161,25,77,450,413,281,751,27,8.9,25,13.8,53
1964,"Orioles",95,65,387,163,44,16,41,503,124,448,925,17.6,1823,5046,5670,1270,890,206,17,157,641,590,491,941,74,28.2,26,45.8,97
1964,"Phillies",84,65,346,162,37,14,28,506,115,398,929,13.4,2028,5173,5766,1341,949,223,50,119,665,604,419,883,30,23,26,36.4,92
1964,"Pirates",80,80,433,160,41,11,29,558,92,465,944,17.8,1985,5390,5926,1427,1033,222,53,119,654,613,395,953,37,21.8,27,39.6,80
1964,"Red Sox",72,90,410,162,21,8,38,700,177,568,1089,14.8,1838,4940,5468,1280,862,226,24,168,619,593,448,844,15,16.2,27,31,72
1964,"Reds",91,68,334,163,54,12,34,479,111,419,1077,24.1,1872,5409,5990,1353,979,212,37,125,644,594,449,949,89,19.3,27,43.4,92
1964,"Tigers",83,74,376,159,35,9,33,585,151,507,950,14.8,1932,5501,6170,1394,981,199,57,157,699,658,516,911,60,23.9,26.5,38.7,85
1964,"Twins",60,58,326,129,35,3,12,472,139,442,872,10.9,1871,5334,6013,1373,886,221,46,220,711,695,533,932,46,29.3,26,40.2,79
1964,"White Sox",95,63,364,160,44,16,44,429,123,383,923,18.8,1928,5055,5758,1241,939,165,36,101,608,531,522,832,75,25.6,27,44.4,98
1964,"Yankees",98,60,359,163,46,16,37,515,127,492,956,18.4,1979,5696,6348,1442,1037,208,35,162,730,688,520,972,54,25.8,26.5,44.2,99
1965,"Angels",74,84,379,157,39,11,32,483,85,548,822,14,1952,5004,5570,1195,885,186,33,91,480,477,412,918,101,15.3,26,29.3,75
1965,"Astros",53,82,330,140,25,5,19,520,107,324,800,13.9,1586,4481,5014,1074,810,151,32,81,473,424,417,699,88,9.1,25,23,65
1965,"Athletics",49,89,496,128,14,5,32,566,135,505,753,4.7,2060,5074,5706,1233,897,179,59,98,560,512,501,944,110,11.8,24,16.5,59
1965,"Braves",73,67,387,136,35,3,36,491,106,501,835,8.8,1992,5275,5793,1368,914,234,28,192,684,643,396,906,64,32.8,26,41.6,86
1965,"Cardinals",75,78,347,162,40,9,19,578,159,425,853,13.3,1958,5489,6109,1401,1016,231,45,109,703,638,472,858,99,18.6,27,31.9,80
1965,"Cubs",68,84,431,151,31,8,35,576,142,452,812,10.3,1978,5118,5699,1220,873,188,33,126,601,548,458,870,63,9.9,28,20.2,72
1965,"Dodgers",95,63,349,156,58,17,33,436,120,403,1051,16.3,2014,5425,6107,1329,1026,193,32,78,608,548,492,891,172,25.7,26,42,97
1965,"Giants",86,55,341,134,39,11,36,415,110,334,940,18.5,1817,4573,5077,1176,839,148,37,152,589,559,382,707,37,21.3,25,39.8,95
1965,"Indians",87,70,429,162,41,10,37,522,126,490,1143,22,1885,4976,5599,1251,901,182,18,150,620,571,478,777,102,20.1,27,42.1,87
1965,"Mets",44,96,420,138,24,6,11,568,125,443,688,3.9,1982,4713,5198,1053,760,175,24,94,438,412,352,981,21,2.4,24,6.3,50
1965,"Orioles",88,59,343,146,27,8,40,431,99,470,836,15.1,1976,5390,6070,1290,903,224,38,125,637,588,524,892,67,24.9,26,40,94
1965,"Phillies",82,73,383,153,49,15,21,529,111,445,1042,18.9,2046,5349,5976,1340,945,199,53,143,641,597,481,1057,46,18.1,27,37,85
1965,"Pirates",90,72,409,163,49,16,27,495,89,469,882,20,1970,5459,5992,1451,1076,207,57,111,650,616,397,964,49,26.5,29,46.5,90
1965,"Red Sox",62,97,416,162,33,6,25,655,153,529,976,16.3,1991,5483,6215,1378,929,244,40,165,669,629,607,961,47,19.7,27.5,36,62
1965,"Reds",87,72,381,162,43,9,34,612,133,556,1074,16.8,1984,5658,6355,1544,1032,268,61,183,825,776,538,1003,82,33.3,26,50.1,89
1965,"Tigers",85,67,372,162,45,12,27,526,132,489,1014,17.1,1975,5360,6054,1276,897,190,27,162,680,635,553,952,57,18.6,27,35.7,89
1965,"Twins",102,60,461,162,32,11,45,508,166,503,934,12,2171,5488,6213,1396,947,257,42,150,774,711,554,969,92,32.2,27,44.2,102
1965,"White Sox",94,67,415,161,21,8,51,481,118,453,932,14.3,2128,5444,6142,1338,981,197,36,124,643,580,525,903,50,27.6,27,41.9,95
1965,"Yankees",76,84,401,162,41,10,29,523,123,505,979,16.3,1947,5123,5684,1208,857,180,31,140,585,533,448,884,33,11.8,26,28.1,77
1966,"Angels",80,81,439,161,31,9,39,563,131,496,819,7.6,2189,5354,6032,1244,889,179,54,122,604,562,525,1058,80,15.6,26,23.2,80
1966,"Astros",67,85,392,151,33,8,24,562,121,366,887,14.7,1935,5318,5941,1366,1030,197,34,105,594,552,463,830,89,13,25,27.7,72
1966,"Athletics",62,60,339,125,18,3,42,411,78,469,671,11.3,1508,3734,4080,887,641,158,46,42,399,353,256,685,104,7.8,24,19.1,74
1966,"Braves",74,60,357,139,37,9,25,493,112,378,754,12.7,1908,5335,5981,1423,973,218,31,201,755,708,497,854,56,30.7,25,43.4,85
1966,"Cardinals",80,77,408,154,45,17,32,482,125,425,857,14,1923,5013,5437,1236,914,171,61,90,504,473,310,904,135,17,27,31,83
1966,"Cubs",43,77,281,128,22,0,12,496,130,348,647,7.3,1746,4917,5443,1252,918,169,42,123,551,551,387,810,42,10.8,26,18.1,59
1966,"Dodgers",95,67,374,162,52,13,35,425,84,355,1083,25.6,1960,5276,5837,1353,1023,200,26,104,591,546,405,799,93,21.2,26,46.8,95
1966,"Giants",89,55,368,136,49,11,27,443,111,310,887,20.3,2071,5434,5966,1347,949,192,30,176,661,607,407,839,29,20.6,27,40.9,93
1966,"Indians",79,77,329,160,48,14,17,488,121,446,1049,21.1,1978,5412,5972,1292,959,155,25,153,572,531,445,885,53,11.6,26.5,32.7,81
1966,"Mets",47,73,373,118,28,5,20,515,137,436,597,-1.8,2050,5189,5743,1247,933,185,35,94,576,515,431,930,55,5.3,24,3.5,66
1966,"Orioles",90,57,363,154,22,6,38,508,121,485,1004,15.9,1917,5453,6117,1408,957,241,35,175,752,699,510,902,55,31.4,25,47.3,97
1966,"Phillies",63,52,303,111,39,9,18,404,102,297,738,10.8,1813,5302,5918,1383,1005,213,49,116,670,605,494,890,54,22.5,27.5,33.3,87
1966,"Pirates",86,66,399,156,35,11,39,541,119,419,827,13.6,2034,5650,6200,1584,1122,238,66,158,757,714,403,1004,64,33.9,28,47.5,92
1966,"Red Sox",43,47,255,114,17,5,8,397,97,348,591,8.3,1748,4824,5442,1150,779,203,39,129,570,554,506,900,23,15.3,25,23.6,72
1966,"Reds",70,76,404,141,27,8,35,587,140,449,972,15.6,2080,5483,6001,1430,1016,232,33,149,689,650,392,861,70,11,27,26.6,76
1966,"Tigers",71,62,370,126,26,6,33,527,154,446,834,4.6,1980,5341,6015,1347,916,219,43,169,694,653,544,940,40,26.3,29,30.9,88
1966,"Twins",88,71,352,162,52,9,27,493,135,382,1012,23.3,1917,5390,6035,1341,945,219,33,144,663,611,513,844,67,24.4,27,47.7,89
1966,"White Sox",82,76,379,163,38,19,28,431,100,386,878,18,1990,4646,5241,1072,793,164,35,80,513,461,427,784,143,15.9,28,33.9,83
1966,"Yankees",62,78,352,133,26,6,32,456,106,389,772,13.1,1862,5114,5685,1210,843,174,35,158,593,550,462,762,49,17.7,26.5,30.8,70
1967,"Angels",70,64,396,118,18,9,44,402,96,421,756,5.9,1788,4654,5168,1122,837,151,33,101,500,462,395,859,38,19.4,26,25.3,84
1967,"Astros",63,80,383,148,35,7,10,557,102,431,955,12.3,1757,4902,5475,1231,879,229,42,81,559,513,453,807,84,16.8,25,29.1,69
1967,"Athletics",61,97,416,160,26,9,34,568,124,544,977,11.9,1997,5024,5565,1155,851,194,49,61,496,438,410,967,119,7.8,25,19.7,62
1967,"Braves",72,84,400,158,35,5,27,538,115,417,828,11.8,1797,4925,5502,1201,847,181,28,145,578,546,461,835,54,21.7,26,33.5,77
1967,"Cardinals",98,56,410,160,43,12,41,481,95,421,926,17.5,2000,5548,6132,1459,1079,225,40,115,694,655,442,910,102,29.5,28,47,101
1967,"Cubs",79,63,312,145,44,7,20,447,121,378,794,12.2,1751,5187,5820,1318,946,201,48,123,660,605,468,843,56,25.9,25,38.1,87
1967,"Dodgers",73,89,387,162,41,14,24,522,91,390,965,16.3,2003,5211,5846,1222,919,193,35,75,499,436,470,837,53,12.3,27,28.6,73
1967,"Giants",91,71,377,162,64,14,25,478,113,453,990,17.3,1965,5274,5922,1300,934,194,32,140,624,592,491,945,20,26,26,43.3,91
1967,"Indians",74,79,338,152,48,12,19,473,104,511,1077,16.2,1813,4750,5262,1106,777,187,31,111,497,437,364,877,48,11.3,27,27.5,75
1967,"Mets",46,78,316,120,29,6,13,440,90,414,695,6.4,1670,4335,4727,1035,810,141,16,68,395,368,280,778,51,3,23.5,9.4,61
1967,"Orioles",63,64,352,120,23,10,34,441,94,435,855,10.8,1876,5317,5998,1295,904,210,44,137,646,611,515,946,54,27.3,25,38.1,76
1967,"Phillies",73,74,326,161,46,16,11,480,80,388,899,20.2,1803,4905,5539,1202,863,197,47,95,559,498,495,934,77,16.7,28,36.9,82
1967,"Pirates",80,79,414,163,35,5,33,579,101,542,790,7.5,2023,5621,6140,1566,1222,192,62,90,666,607,381,900,78,28.6,28.5,36.1,81
1967,"Red Sox",75,57,363,127,29,6,39,450,110,395,851,14.8,1754,4676,5296,1208,842,184,35,147,639,584,482,880,66,27,25,41.8,92
1967,"Reds",84,72,370,161,34,15,37,472,101,473,1032,21.6,1969,5502,5994,1364,950,251,54,109,603,559,371,966,92,12,27,33.6,87
1967,"Tigers",91,69,393,163,46,16,39,509,148,465,1014,12.5,2017,5201,5961,1275,907,188,36,144,663,592,602,948,37,33.3,26,45.8,91
1967,"Twins",91,71,383,164,58,16,24,509,115,396,1089,24.8,2138,5458,6116,1309,914,216,48,131,671,619,512,976,55,16.6,28,41.4,91
1967,"White Sox",80,64,371,155,36,17,36,349,71,400,817,16.5,1987,4766,5322,1074,794,167,31,82,471,423,436,754,113,17.9,26,34.4,89
1967,"Yankees",60,74,340,136,32,11,26,435,100,395,751,9.1,1920,5150,5796,1165,896,158,16,95,502,443,512,971,63,8.7,26,17.8,72
1968,"Angels",67,95,482,162,29,7,31,548,131,519,869,3.5,2011,4810,5377,1076,815,151,29,81,445,427,411,1011,44,13.4,27,16.9,67
1968,"Astros",72,90,403,162,50,10,23,521,68,478,1020,16.5,1830,4942,5556,1154,879,188,25,62,463,450,446,879,40,7.6,25,24.1,72
1968,"Athletics",82,80,415,163,45,15,29,476,124,505,997,9.9,2027,5325,5938,1280,960,187,40,93,564,508,468,1012,147,23.7,24,33.6,82
1968,"Braves",70,69,318,143,41,10,29,420,76,319,776,14.6,1835,5258,5803,1336,1056,173,29,78,489,460,399,728,82,22.3,27,36.9,81
1968,"Cardinals",97,63,340,162,63,27,30,396,81,357,944,19.7,1857,5423,5925,1356,1017,223,46,70,561,526,365,859,109,24.1,27,43.8,97
1968,"Cubs",74,73,312,163,46,12,7,516,126,367,827,10.6,1763,5071,5596,1220,878,180,38,124,581,535,394,787,38,20.3,25.5,30.9,84
1968,"Dodgers",74,86,374,162,38,20,31,430,64,413,987,15.1,1833,4893,5425,1125,850,186,33,56,435,375,398,908,54,15.3,26.5,30.4,76
1968,"Giants",88,71,304,162,77,19,15,418,80,334,928,19.5,1971,5439,6130,1301,998,162,33,108,599,566,508,903,50,23.8,27,43.3,88
1968,"Indians",81,72,342,161,48,20,20,417,93,507,1102,20.6,1848,4615,5115,1073,799,179,30,65,436,400,371,755,99,14.6,25,35.2,86
1968,"Mets",73,89,375,163,45,17,32,449,87,430,1014,16.6,1993,5503,6027,1252,963,178,30,81,473,434,379,1203,72,13.5,25,30.1,73
1968,"Orioles",91,69,386,157,53,15,31,416,99,476,1025,16.3,1955,5177,5913,1168,801,211,26,130,569,527,562,998,78,29.7,26,46,91
1968,"Phillies",76,86,389,162,42,11,27,541,91,421,935,12.8,1961,5372,5966,1253,945,178,30,100,543,505,462,1003,58,12.3,28,25.1,76
1968,"Pirates",77,77,342,163,42,17,17,419,66,465,848,12.8,2019,5567,6161,1404,1100,180,44,80,583,538,422,952,130,30.2,29,43,80
1968,"Red Sox",79,66,360,150,49,14,29,488,98,473,877,16.6,1889,5213,5929,1240,893,205,17,125,606,552,572,950,75,20.7,26,37.3,86
1968,"Reds",69,64,371,134,22,10,21,464,92,476,787,6.7,1933,5557,6054,1526,1109,277,36,104,666,617,369,893,58,26.8,27.5,33.5,83
1968,"Tigers",97,56,344,164,59,16,25,427,124,454,1049,17,1999,5479,6167,1291,877,190,39,185,670,640,520,959,26,34.4,26,51.4,103
1968,"Twins",79,83,391,162,46,13,29,461,92,414,996,23,2142,5373,5974,1274,921,207,41,105,562,522,445,966,98,15.9,27,38.9,79
1968,"White Sox",65,92,442,162,20,4,39,417,92,414,782,13.5,1882,4731,5205,1094,849,146,33,66,411,382,326,730,88,10.8,27,24.3,67
1968,"Yankees",74,69,320,153,43,11,17,399,86,390,750,12.3,1893,5205,5870,1117,829,152,32,104,522,488,552,930,90,14.3,27,26.6,83
1969,"Angels",60,76,366,144,23,4,29,492,103,453,761,12.3,1681,4120,4644,952,720,129,26,77,416,390,397,771,32,7.8,24,20.1,71
1969,"Astros",79,78,369,161,51,9,33,540,109,515,1155,18.9,1898,5140,5960,1235,891,201,40,103,656,596,676,940,98,17,25,35.9,81
1969,"Athletics",86,71,423,160,42,11,34,600,160,576,874,7.2,1955,5325,6078,1328,962,198,27,141,711,637,588,912,100,28.6,25,35.8,88
1969,"Braves",89,66,332,160,38,7,36,522,136,411,843,14.7,1822,5031,5611,1288,960,179,20,129,634,566,442,627,56,21.4,26,36.1,93
1969,"Cardinals",79,66,276,159,62,11,18,422,82,461,930,22.9,1755,5302,5894,1345,996,222,42,85,564,536,483,832,86,16.7,27,39.6,87
1969,"Cubs",80,58,341,133,54,16,25,441,98,375,821,21,1863,5198,5855,1320,942,200,38,140,670,649,522,862,29,16.9,26,37.9,92
1969,"Dodgers",80,70,312,153,46,16,27,458,111,389,916,14.5,1707,4669,5198,1155,858,169,38,90,545,502,408,740,50,18.7,26,33.2,85
1969,"Giants",86,66,300,162,71,15,13,513,117,433,869,16.7,2006,5445,6339,1319,969,186,28,136,708,657,705,1050,70,25.1,28,41.8,90
1969,"Indians",52,83,348,133,31,6,17,516,115,558,882,13.5,1800,4421,4921,1063,811,144,19,89,456,416,402,719,63,0.6,25,14.1,62
1969,"Mets",100,62,356,162,51,16,35,474,118,513,1002,17.2,1916,5169,5816,1252,941,174,41,96,600,558,504,1011,63,20.3,25,37.5,100
1969,"Orioles",109,53,394,162,50,19,36,464,117,495,892,20.5,1978,5517,6326,1464,1026,234,29,175,779,722,633,806,82,44.7,26,65.2,109
1969,"Padres",39,78,396,120,7,2,22,522,89,480,630,2.1,2092,4990,5476,1130,817,174,42,97,442,416,387,1076,44,2.8,24,4.9,52
1969,"Phillies",63,96,389,160,47,14,21,647,131,563,913,9.6,1981,5401,6073,1304,905,227,35,137,645,593,549,1127,73,12.4,26.5,22,63
1969,"Pirates",72,60,336,137,35,5,21,473,75,478,939,17.3,1987,5572,6169,1555,1164,220,52,119,722,650,451,926,74,30.4,25.5,47.7,88
1969,"Red Sox",65,50,328,126,24,3,22,487,111,520,687,10.7,1808,5117,5852,1310,855,226,37,192,706,673,613,846,41,24.4,24.5,35.1,87
1969,"Reds",84,70,387,162,23,7,39,611,133,563,752,8.5,2038,5622,6286,1557,1120,224,42,171,798,749,473,1036,79,28.5,27,37,89
1969,"Royals",69,93,412,163,42,9,25,605,136,560,894,15.8,2082,5462,6122,1311,1002,179,32,98,586,538,522,901,129,7,25,22.8,69
1969,"Tigers",85,65,368,162,55,18,17,514,123,563,976,19.1,1824,5038,5695,1226,856,174,28,168,647,609,532,862,32,21.2,27,40.3,90
1969,"Twins",97,65,461,162,41,5,43,540,118,521,905,21.8,2212,5669,6416,1519,1078,246,32,163,790,733,599,906,115,30.7,28,52.5,97
1969,"White Sox",62,85,350,156,29,9,21,578,125,503,731,13.2,1987,5031,5686,1254,928,194,26,106,583,540,511,763,50,11.4,26,24.6,68
1969,"Yankees",71,75,299,162,53,11,9,482,111,483,728,14.2,1626,4709,5315,1129,816,190,35,88,503,471,500,732,107,17.3,26,31.5,80
1970,"Angels",83,75,436,162,21,8,44,542,147,538,888,9.3,1947,4946,5449,1247,929,184,35,99,565,517,380,821,65,17.5,24,26.8,86
1970,"Astros",76,79,428,162,36,5,32,664,130,552,906,14.1,1882,5052,5752,1310,930,229,40,111,672,625,570,849,101,16.3,25,30.4,79
1970,"Athletics",77,65,345,156,32,11,12,464,118,468,737,10.8,1871,4958,5646,1233,844,197,23,169,647,591,557,928,125,28.9,27,39.7,89
1970,"Braves",66,78,284,155,43,8,11,609,164,414,841,13.6,1792,5054,5651,1369,1001,195,22,151,671,633,474,671,55,21.1,26.5,34.7,76
1970,"Brewers",54,71,307,126,27,2,19,525,110,417,688,11.1,1623,3947,4537,961,687,144,22,108,479,436,457,778,73,9.9,28,21,65
1970,"Cardinals",67,78,351,155,49,10,16,584,89,559,891,20.5,2001,5520,6186,1467,1089,216,50,112,731,672,554,929,114,11.8,25,32.3,76
1970,"Cubs",71,66,294,141,53,6,20,512,119,404,864,23.9,1709,4920,5583,1289,887,202,40,160,728,675,548,742,39,16.3,27,40.2,84
1970,"Dodgers",85,74,357,161,37,13,41,584,156,463,833,7.6,2040,5606,6293,1515,1128,233,67,87,749,695,541,841,138,29.3,26,36.9,87
1970,"Giants",76,67,332,150,49,6,24,623,134,515,828,11.1,1982,5510,6392,1449,993,256,35,165,825,770,723,988,83,22.5,25.5,33.6,86
1970,"Indians",58,61,329,127,33,4,23,463,126,525,860,11.7,1920,5195,5824,1310,925,190,22,173,614,588,475,843,25,13.9,25,25.6,76
1970,"Mets",81,72,346,161,47,10,30,530,129,551,1038,18.4,2035,5437,6268,1358,985,211,42,120,695,639,684,1058,118,24.1,25,42.5,83
1970,"Orioles",104,52,369,162,60,12,30,503,132,454,920,21,1937,5507,6372,1418,1003,213,24,178,786,742,713,943,84,37.3,28,58.3,108
1970,"Padres",55,86,343,152,24,6,18,587,129,542,794,6.6,2144,5473,6122,1352,937,208,36,171,679,627,498,1152,60,16,26,22.6,63
1970,"Phillies",73,88,438,161,24,6,36,677,132,538,1047,18.9,2137,5456,6099,1299,916,224,58,101,594,553,519,1066,72,-1.2,26,17.7,73
1970,"Pirates",85,70,406,161,36,12,41,570,98,599,952,17.7,2017,5630,6224,1522,1087,235,70,130,728,676,444,869,66,25.2,26,42.9,89
1970,"Red Sox",80,66,380,154,37,7,37,562,138,536,932,17.8,1813,5313,5999,1407,936,245,27,199,759,719,572,822,50,27.8,26,45.6,87
1970,"Reds",102,60,414,162,32,9,60,595,118,592,843,11.9,2023,5477,6144,1481,1000,246,44,191,762,718,535,973,114,35.1,26,47,102
1970,"Royals",55,92,370,162,30,7,11,586,132,591,828,12.7,1774,4828,5400,1179,868,180,36,95,552,518,472,866,93,8.1,25,20.8,65
1970,"Tigers",74,74,420,146,29,6,36,606,138,579,963,14.9,2059,5313,6124,1270,879,206,38,147,659,614,649,802,29,9.7,26,24.6,79
1970,"Twins",98,64,431,162,26,8,58,520,130,486,940,21.7,2200,5483,6143,1438,1014,230,41,153,744,694,501,905,57,25.8,25.5,47.5,98
1970,"White Sox",51,96,384,143,20,5,30,621,136,483,675,11.1,2016,5374,5973,1367,1037,189,20,121,623,574,463,831,52,3.2,26,14.3,56
1970,"Yankees",82,60,317,146,35,5,46,456,112,380,667,13.9,1984,5460,6175,1378,1018,208,41,111,679,624,588,784,105,22.7,26,36.6,93
1971,"Angels",76,86,405,162,39,9,32,510,101,607,904,12.9,2062,5495,6079,1271,944,213,18,96,511,476,441,827,72,10.7,26,23.6,76
1971,"Astros",79,83,407,162,43,10,25,512,75,475,914,20.4,2034,5492,6105,1319,966,230,52,71,585,547,478,888,101,13.3,25,33.7,79
1971,"Athletics",94,58,314,160,57,15,26,459,121,470,935,14.2,1593,4683,5247,1206,882,167,23,134,600,558,432,874,77,30.1,26,44.3,101
1971,"Braves",82,80,383,162,40,10,31,610,150,484,822,13.2,1986,5568,6164,1432,1057,192,30,153,642,597,433,746,57,11.2,27,24.4,82
1971,"Brewers",68,90,375,160,32,14,32,512,123,545,774,10.3,1481,3651,4136,833,640,113,15,65,379,335,350,655,67,6.7,27.5,17,69
1971,"Cardinals",86,67,378,150,56,14,19,557,94,497,855,15.1,1871,5132,5755,1430,1090,207,48,85,684,619,488,681,111,23.3,27,38.4,90
1971,"Cubs",83,79,362,162,75,16,13,575,132,410,898,23,1821,5180,5818,1347,1004,191,33,119,607,576,481,730,44,12.1,27,35.1,83
